images_name,sentiment category,sentiment degree,intention detection,offensiveness detection,metaphor occurrence,metaphor category,target domain,source domain,target modality,source modality,Language
E_image_ (1542).jpg,3(anger),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (1364).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1587).jpg,6(hate),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1272).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (17).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),1,complementary,me;monday morning,dog;frisbee,text,image,EN
E_image_ (1973).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (383).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,image dominant,cat,sea wave,complementary,image,EN
E_image_ (3546).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1079).jpg,1(happiness),1(slightly),3(entertaining),1(slightly),1,complementary,dog,cat,text,image,EN
E_image_ (1551).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3413).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,I,Mr.Bean,text,image,EN
E_image_ (639).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,window,eyes,text,text,EN
E_image_ (3554).jpg,3(anger),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (2239).jpg,4(sorrow),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3737).jpg,2(love),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2134).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3031).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1981).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2576).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2851).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (648).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,kidney,iphone,image,image,EN
E_image_ (262).jpg,6(hate),3(very),4(offensive),2(moderately),1,complementary,granny,apple,text,image,EN
E_image_ (3932).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (107).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,knowledge,sprinkle,text,complementary,EN
E_image_ (3044).jpg,6(hate),1(slightly),4(offensive),3(very),0,,,,,,EN
E_image_ (378).jpg,1(happiness),1(slightly),4(offensive),3(very),1,complementary,Japan;two nukes,cat;cat,text,image,EN
E_image_ (1114).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1501).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (727).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,sunshine,you,text,text,EN
E_image_ (29).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,text dominant,relax,recharge,text,text,EN
E_image_ (1988).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3728).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3667).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2751).jpg,4(sorrow),1(slightly),4(offensive),2(moderately),1,text dominant,mess;fortune,Trump;Obama,text,text,EN
E_image_ (1938).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (852).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1447).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2306).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3079).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,tree,mustache,text,complementary,EN
E_image_ (2433).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),1,complementary,i,seal,text,image,EN
E_image_ (842).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1699).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1356).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2765).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2960).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2694).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3878).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1294).jpg,3(anger),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2962).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3214).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (765).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,image dominant,car,lemon,image,image,EN
E_image_ (1058).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (88).jpg,2(love),3(very),2(expressive),0(non-offensive),1,text dominant,power,knowledge,text,text,EN
E_image_ (2106).jpg,4(sorrow),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1858).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (176).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,text dominant,highway,life,text,text,EN
E_image_ (1676).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (556).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,image dominant,human,pear,image,image,EN
E_image_ (2598).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1473).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2100).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1210).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3958).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (253).jpg,4(sorrow),1(slightly),4(offensive),2(moderately),1,image dominant,Donald Trump,frog,image,image,EN
E_image_ (1347).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2107).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3473).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1334).jpg,1(happiness),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2584).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3680).jpg,1(happiness),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (469).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,key,patience,text,text,EN
E_image_ (1665).jpg,5(fear),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2154).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (827).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3288).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1156).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,you,Spongebob squarepants,text,image,EN
E_image_ (1259).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3236).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (759).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,text dominant,key,teamwork,text,text,EN
E_image_ (427).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,image dominant,human,mountain,image,image,EN
E_image_ (2384).jpg,3(anger),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (286).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,complementary,twitter;pepe the frog;grumpy cat,man;woman;woman,text,image,EN
E_image_ (655).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,lung,tree,complementary,complementary,EN
E_image_ (2550).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (293).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,complementary,you,sheep,text,image,EN
E_image_ (1873).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1485).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (573).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,rainwater,cats and dogs,text,complementary,EN
E_image_ (2492).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1181).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1586).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3344).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3697).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (241).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,complementary,me,Spongebob squarepants,text,image,EN
E_image_ (446).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,text dominant,treasure,trash,text,text,EN
E_image_ (3338).jpg,3(anger),3(very),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (1405).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2408).jpg,7(surprise),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2963).jpg,4(sorrow),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2937).jpg,7(surprise),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (1886).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3008).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1396).jpg,1(happiness),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (3111).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,me;2 year old vine comp,man;animal,text,image,EN
E_image_ (1590).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2614).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (226).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,flower,dog,complementary,image,EN
E_image_ (2695).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2688).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3466).jpg,7(surprise),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3953).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2113).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3039).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3718).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1017).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2305).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2732).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1477).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (775).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,strength,union,complementary,complementary,EN
E_image_ (1393).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3069).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,orange,Trump,text,image,EN
E_image_ (3110).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2232).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3224).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3478).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,liquid,cat,text,image,EN
E_image_ (3694).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (553).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,peach,Donald Trump,text,image,EN
E_image_ (575).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),1,complementary,rainwater,cats and dogs,complementary,complementary,EN
E_image_ (1822).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1931).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2705).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3358).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (49).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,complementary,me,panda,text,image,EN
E_image_ (1824).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3117).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (361).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),1,image dominant,car,banana,image,complementary,EN
E_image_ (1904).jpg,1(happiness),3(very),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2901).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1578).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1453).jpg,1(happiness),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (2034).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3564).jpg,5(fear),1(slightly),3(entertaining),0(non-offensive),1,complementary,me,man,text,image,EN
E_image_ (2093).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (14).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,me,dog,text,image,EN
E_image_ (3443).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (835).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1552).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1051).jpg,6(hate),2(moderately),2(expressive),1(slightly),0,,,,,,EN
E_image_ (310).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,experience,mistakes,text,text,EN
E_image_ (3628).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1190).jpg,6(hate),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3891).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3029).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1780).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3545).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2199).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2458).jpg,3(anger),2(moderately),4(offensive),3(very),0,,,,,,EN
E_image_ (165).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,image dominant,man,bulb,image,image,EN
E_image_ (1648).jpg,7(surprise),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1678).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2560).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1122).jpg,2(love),2(moderately),2(expressive),0(non-offensive),1,text dominant,warning,the first shot,text,text,EN
E_image_ (494).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),1,complementary,me;oat milk; almond milk,woman;man;man,text,image,EN
E_image_ (2990).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),1,text dominant,Saturday,caturday,text,complementary,EN
E_image_ (2727).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2040).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (99).jpg,1(happiness),3(very),5(other),0(non-offensive),1,text dominant,power,knowledge,text,text,EN
E_image_ (969).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2089).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3813).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2282).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1883).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (43).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),1,image dominant,duck,banana,complementary,complementary,EN
E_image_ (3521).jpg,1(happiness),2(moderately),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (1677).jpg,1(happiness),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2091).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),1,complementary,sausage,mouse,text,image,EN
E_image_ (1239).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1735).jpg,1(happiness),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1539).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1277).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1092).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2604).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2902).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2860).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3708).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2385).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3293).jpg,7(surprise),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1358).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3190).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (134).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,rabbit,snail,text,image,EN
E_image_ (843).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3442).jpg,3(anger),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3639).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3195).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1174).jpg,4(sorrow),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (222).jpg,5(fear),3(very),2(expressive),0(non-offensive),1,complementary,Character's wife;Nolan,man;storm,text,image,EN
E_image_ (1423).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2119).jpg,1(happiness),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (2309).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (532).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,me,cat,text,image,EN
E_image_ (1502).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (179).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),1,complementary,you,dog,text,image,EN
E_image_ (1739).jpg,7(surprise),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1496).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2196).jpg,3(anger),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3754).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3042).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3735).jpg,1(happiness),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3382).jpg,3(anger),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1837).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),1,complementary,world,volcano,text,image,EN
E_image_ (23).jpg,1(happiness),3(very),2(expressive),0(non-offensive),1,complementary,coke,dog,text,image,EN
E_image_ (1629).jpg,4(sorrow),1(slightly),2(expressive),1(slightly),0,,,,,,EN
E_image_ (3908).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2242).jpg,4(sorrow),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (2061).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2424).jpg,4(sorrow),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (3591).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2745).jpg,2(love),2(moderately),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2978).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1459).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),1,complementary,morden music;me;music from the 8S7S,man;woman;man,text,image,EN
E_image_ (2323).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1582).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3469).jpg,5(fear),1(slightly),2(expressive),0(non-offensive),1,complementary,me,cat,text,image,EN
E_image_ (1186).jpg,1(happiness),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3405).jpg,4(sorrow),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3936).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,you,seal,text,image,EN
E_image_ (1953).jpg,1(happiness),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (1948).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (1052).jpg,5(fear),2(moderately),2(expressive),0(non-offensive),1,complementary,I,cat,text,image,EN
E_image_ (3790).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (509).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,complementary,i,rabbit,text,image,EN
E_image_ (2791).jpg,7(surprise),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (294).jpg,4(sorrow),3(very),2(expressive),0(non-offensive),1,complementary,me,Spongebob squarepants,text,image,EN
E_image_ (3212).jpg,2(love),1(slightly),2(expressive),0(non-offensive),1,text dominant,key;key,hard work;smart work,text,text,EN
E_image_ (3046).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2776).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2760).jpg,1(happiness),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (680).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,complementary,tears,water,text,complementary,EN
E_image_ (1968).jpg,4(sorrow),1(slightly),4(offensive),2(moderately),0,,,,,,EN
E_image_ (2643).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2641).jpg,4(sorrow),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (322).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),1,image dominant,Donald Trump,cat,image,image,EN
E_image_ (1875).jpg,3(anger),1(slightly),1(interactive),1(slightly),0,,,,,,EN
E_image_ (2824).jpg,6(hate),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2667).jpg,7(surprise),2(moderately),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2374).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (964).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3116).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,Trump,vegan butter,complementary,complementary,EN
E_image_ (1787).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2617).jpg,1(happiness),1(slightly),3(entertaining),1(slightly),0,,,,,,EN
E_image_ (2380).jpg,1(happiness),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (2819).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3032).jpg,6(hate),1(slightly),4(offensive),1(slightly),1,complementary,not racist,well,text,image,EN
E_image_ (638).jpg,3(anger),1(slightly),3(entertaining),0(non-offensive),1,image dominant,policeman,cat,image,image,EN
E_image_ (3169).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (3017).jpg,6(hate),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (2382).jpg,3(anger),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (420).jpg,4(sorrow),1(slightly),3(entertaining),0(non-offensive),1,text dominant,history,ornaments,text,text,EN
E_image_ (2715).jpg,6(hate),2(moderately),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3149).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (458).jpg,6(hate),1(slightly),4(offensive),3(very),1,text dominant,a hell of drug,free money,text,text,EN
E_image_ (3180).jpg,2(love),1(slightly),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (3147).jpg,6(hate),1(slightly),4(offensive),1(slightly),0,,,,,,EN
E_image_ (1388).jpg,1(happiness),2(moderately),4(offensive),1(slightly),0,,,,,,EN
E_image_ (2821).jpg,7(surprise),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3947).jpg,2(love),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (2668).jpg,2(love),1(slightly),1(interactive),0(non-offensive),0,,,,,,EN
E_image_ (3176).jpg,4(sorrow),1(slightly),2(expressive),0(non-offensive),0,,,,,,EN
E_image_ (3297).jpg,4(sorrow),3(very),3(entertaining),0(non-offensive),0,,,,,,EN
E_image_ (1538).jpg,2(love),1(slightly),4(offensive),0(non-offensive),0,,,,,,EN
E_image_ (1535).jpg,1(happiness),2(moderately),4(offensive),2(moderately),0,,,,,,EN
